"business_id","stars_y","sentiment_score","food","drink","price","service","ambience","name","is_open","stars_x","time"
"0xIhMfCFH94RXTFGx_Mhtw",3.67251461988304,0.813146198830409,5,5,4,4,4,"SUGA",1,3.5,182.279761904762
"0ycUfAgudMScQ1uUFLHTxQ",2.81034482758621,0.597584482758621,4,4,4,4,4,"Blue Dog Family Tavern",1,3,644.565476190476
"11HXgzo47w5e5pziFXpTNg",1.74358974358974,0.143961538461538,3,3,3,2,3,"Market 16 Noodle Bar",1,1.5,194.428571428571
"1aBpxVwnD9CkKRSwh5tACg",3.46666666666667,0.754222222222222,5,4,3,4,4,"Stella Blu",1,3.5,497.577380952381
"1aGgKz-sYfWrSYE6zbu7-g",2.45,0.461685,4,4,2,3,4,"ONE at Rittenhouse",1,2.5,160.565476190476
"1bvLHvXQl67aXBEM_NUdSw",3.42105263157895,0.73480701754386,4,4,4,4,4,"Blue Pacific",1,3.5,278.85119047619
"1JrimUYqppsEu1Kdn9rDEw",2.92,0.70458,4,4,4,4,4,"Prime Time Beef & Ale",1,3,105
"1kJGTUQ2EjlAgP23WltCLw",4.2760736196319,0.866401226993865,5,5,4,4,5,"Enoteca Tredici",1,4.5,218.285714285714
"1lb42lEHaZMhy_1gLQNXoQ",4.15384615384615,0.7775,5,4,4,4,4,"Tropical Smoothie Cafe",1,4,245.85119047619
"1LhpU1alopR_l-bWVQPkUA",3.73333333333333,0.736816666666667,4,4,3,4,4,"Oh Shea's Pub",1,3.5,559.577380952381
"1nXNyhtAS2y-e4O14LJBRQ",4.23076923076923,0.786561538461539,4,4,3,4,4,"Bimini Juice Bar",1,4,36
"1QpYfl158aRcOWLcyTQgew",4,0.771738461538462,5,4,3,4,4,"Pita Pita",1,4,53.7202380952381
"1uebtHbl3Z81tq0IU2btqg",3.4,0.9431,5,5,4,4,5,"Diego's Bar",1,3.5,201.142857142857
"1VRRLELJYO1UfYAmdjtVaQ",2.85714285714286,0.5999,4,4,4,4,4,"Atlixco",1,3,73.7202380952381
"1WKvYtPoYKqzDhIduuHkqg",2.82352941176471,0.456,4,4,3,4,4,"Hookah at 5th",1,3,214
"1Y70y4jdXifycFKMeatDlg",3.22033898305085,0.704754237288136,4,4,3,4,4,"The Crazy Sofa",1,3,87.7083333333333
"1yuSWypzGewvhNZSwUlvPw",4.00292397660819,0.851453216374269,5,5,4,4,5,"Ela",1,4,359.279761904762
"24LgPIiGIUH-03AqXAOhGw",4.3,0.86787,5,4,4,4,5,"Cheys Kitchen",1,4.5,38
"2adQ5pgKc4vARMQv70C8rw",3.61111111111111,0.655880555555556,4,4,4,4,4,"The Keystone Lounge",1,3.5,110
"2b6BvccVTtPwElQreRtFYw",3.32258064516129,0.716359139784946,4,4,4,4,4,"Drinker's West",1,3.5,281.279761904762
"2cjGFtscfC0uI6kkfniihw",3.8125,0.34268125,4,4,2,2,4,"Erin Pub",1,4,394.14880952381
"2cW157i_WdukZArr2eW1Qg",2.83333333333333,0.71975,3,4,3,3,4,"Roar Nightclub",1,3,499.428571428571
"2D4xIM1ahHTQa6iV4m3p9Q",4.07843137254902,0.845860784313725,5,4,4,4,5,"Whirled Peace",1,4,222.714285714286
"2EMTsTg8876QbtIGDH-69w",3.08163265306122,0.674424489795918,4,4,3,4,4,"Uptown Beer Garden",1,3,324.428571428571
"2FMUunct9yauLKtZOymKZQ",4,0.888,4,4,4,4,5,"Music City Karaoke",1,4,202.857142857143
"2g3rvWWSD26WQEmK-iYj3A",3.21052631578947,0.642121052631579,4,4,3,4,4,"Lai Lai Garden",1,3,716.714285714286
"2Gik-IBYVBuU3e10pVdkhw",3.75,0.792972674418605,5,5,4,4,4,"Plenty Café",1,3.5,454.422619047619
"2jq-tGIRKP2b1PAy84ZZXQ",3.68421052631579,0.656963157894737,4,4,4,4,4,"Ortino's Restaurant",1,3.5,385.434523809524
"2JrZZVJ_3TLu77rYeaPNeA",3.93197278911565,0.842132653061224,5,5,4,4,5,"Christopher's - A Neighborhood Place",1,4,332.285714285714
"2l2znqydic45GQfgCblQLg",3.85714285714286,0.735371428571429,4,4,3,4,4,"HotelBar",1,4,185.428571428571
"2PWmnUV2Leb2Loj0TqxCMA",3.10835913312693,0.598489164086687,4,4,3,3,4,"Mad Mex - University City",1,3,614.428571428571
"2qe2UXQF8THYSmUNmBtM6g",4,0.842889473684211,5,5,4,4,5,"The Brown Derby",1,3,147.285714285714
"2RD8rGGlx_HZnu179IJiDg",4.5,0.8834,4,4,4,4,5,"Colors by Padmini",1,4.5,97
"2UvdgkdaeIFcakXBvRKLZQ",3.05555555555556,0.775286111111111,5,4,4,4,4,"Carmel Cafe & Wine Bar",1,3,39
"2YyIIdwnYv5cApn1gZo_gw",2.64015904572565,0.534553479125249,4,4,3,4,4,"Field House",1,2.5,666.422619047619
"3_sunYhg-5DBTinDeRq8uw",2.36274509803922,0.488426470588235,4,4,3,4,4,"High Tides Restaurant, Bar & Banquets",1,2.5,266.857142857143
"3966MAWoL1GbB8Zjvspx1g",3.17647058823529,0.704173529411765,4,4,3,4,4,"Urban Enoteca",1,3,174.571428571429
"3A3XWyj7ELQk90ydn8d2gg",3.53191489361702,0.869736170212766,5,5,4,4,5,"Horsham Pub",1,3.5,220.428571428571
"3AH2tDP2UKaLiqGWaza5yQ",3.6,0.76363,5,4,4,4,4,"Guppy's Good Times - East Norriton",1,3.5,189.14880952381
"3bkqiYxu6bo0k0JT39SZSw",3.22222222222222,0.771022222222222,4,4,3,3,4,"Post Office Cafe",1,3,268
"3CWVOXbotxJjQU2iaEFOEA",2.8125,0.67695625,4,4,3,3,4,"Red Sky",1,3,385.857142857143
"3Go98BNsp8k_hVE4MR_ZTg",2.1,0.82906,5,5,4,4,4,"The Valley Forge Beef and Ale",1,2,279.142857142857
"3RmgY0aH1nqM8cgdzo8EIg",3.66666666666667,0.769673333333333,4,4,4,4,4,"Tap Room Sports Bar & Grill",1,3.5,175.422619047619
"3vJOrpZxF2ctaM4hhpuu9A",3.53333333333333,0.596506666666667,4,4,3,3,4,"Appalachian Brewing",1,3.5,55.2857142857143
"43AC2TqfcQcenT6srX5QCA",2.74074074074074,0.768592592592593,4,4,3,4,4,"Frankie Ann's",1,2.5,55.5714285714286
"45tvAZaoMo0VhsJvPHf9sw",3.17241379310345,0.678624137931034,4,4,4,3,4,"Lite Choice",1,3,104.428571428571
"46_2e1hnQ4csLrYnhn6bkw",3.82658959537572,0.783928323699422,5,5,4,4,4,"Whetstone Tavern",1,4,152.571428571429
"49aGjLrNzXqEycPy86nb5Q",3,0.8361,4,4,4,4,5,"Flanigan's Boathouse",1,3,92.7142857142857
"4CBk3DBUgl3V9zbVBKsIqQ",3.07317073170732,0.668926829268293,4,4,4,4,4,"Moshi Moshi",1,3,252.714285714286
"4d8p7qsNfWOxUxmjNXR5YQ",2.93430656934307,0.563513138686131,4,4,3,4,4,"Draught Horse Pub & Grill",1,3,712.434523809524
"4Do_B7sfhfsn4TQV1h0psg",3.68627450980392,0.638387254901961,4,4,4,4,4,"Canton 11",1,3.5,162.285714285714
"4ethI9A0jaG7bhJmHy4gow",4.12903225806452,0.829022580645161,5,5,4,4,5,"Le Bar Lyonnais",1,4,291.994047619048
"4FHXsFTyvvxc-pISdYkoeQ",2.94545454545455,0.666216363636364,4,4,3,3,4,"Sisters Restaurant & Nightclub",1,3,419.285714285714
"4FLz0ha5Gy4dKKl3UFVI6g",3.8,0.85154,5,5,4,4,5,"The Market Tavern",1,3.5,40.2916666666667
"4Jp6wXuBisY9ZeOP35iVwg",4.2,0.75624,4,4,4,4,4,"Pennsylvania Wine & Spirits Store",1,4,501.434523809524
"4KbpvwrCVjL8t1g_pOUndQ",3.55555555555556,0.660359259259259,4,4,4,4,4,"Sarku Japan",1,3.5,370.714285714286
"4moCnH6Ik60oVGiY58_6hA",2.54285714285714,0.523045714285714,4,4,2,3,4,"Mint Lounge",1,2.5,314.714285714286
"4NjPz9bJzll1FMIi2bw8HA",4.3,0.88286,4,5,4,4,5,"Sonam",1,4.5,34.4226190476191
"4RMHlggaIdNibPUJPVEd6w",3.53571428571429,0.677009523809524,4,4,4,4,4,"Bridgewater's Pub",1,3.5,769.285714285714
"4SQ5uczVt66-GGGeNQRfEA",2.52450980392157,0.297499509803922,3,4,3,3,4,"Rotten Ralph's",1,2.5,616.857142857143
"4Vn3QrrIAWoH4fL5s6kqdA",3,0.603958928571429,4,4,3,4,4,"McKenzie Brew House",1,3,505.708333333333
"4X_-18QYn1mitVpaeua1CQ",3.70833333333333,0.777589166666667,5,4,4,4,4,"MIZU Sushi Bar",1,3.5,513.85119047619
"4YU-VlpC_DU0EnOjlr4C1w",4.19230769230769,0.883146153846154,4,4,4,4,5,"Sababa Vapes",1,4,158.571428571429
"4zEqYybRD1FQssLGaJnNZA",3.37096774193548,0.736453225806452,4,4,3,4,4,"The Blockley",1,3.5,235.577380952381
"4zY9AoCbvNy5nZhr7J05Lw",4.77777777777778,0.823744444444445,4,4,3,3,4,"J's Cafe",1,5,82
"54_Gr2U47GtEilV2cUeOMQ",3.42857142857143,0.662871428571429,4,4,2,3,4,"Monkey Bar",1,3.5,91.2857142857143
"5Apcp9iRdnIG__iXIEnILA",2.23529411764706,0.434010294117647,4,4,3,3,4,"Lit Ultrabar",1,2,160
"5eldbLrF_oodWvu1VuEP8w",2.27659574468085,0.483182978723404,4,4,3,4,4,"1925 Cocktail Lounge",1,2.5,151.428571428571
"5fjHYUqR54cVxd1fs3h5Xw",4.31481481481481,0.82965,5,5,4,4,4,"Biga Pizza + Beer",1,4.5,138.863095238095
"5hvO_zH7B1n2humawoPHrw",3.48255813953488,0.780970058139535,5,5,4,4,4,"Bourbon Blue",1,3.5,796.428571428571
"5LHCWInhyUdsnCFq71KNEg",3.3125,0.1947125,3,3,2,2,3,"Jack Cassidy's Irish Pub",1,3,239.577380952381
"5m6rbpzrzZmR_6L_lNlPDA",3.5625,0.72878125,5,4,3,4,4,"Vinny's Bar and Grill",1,3.5,15.7142857142857
"5O-3-67pekvG-lNuoMa1NA",4.19047619047619,0.788528571428571,4,4,3,4,5,"Fishtown Hookah Lounge",1,4,143
"5oAZ3PgM6dyPxEktPMaFYQ",2.71264367816092,0.660377011494253,4,4,4,4,4,"Molly Maguire's Irish Restaurant & Pub",1,2.5,235.434523809524
"5PBG7G0pRmHEpHLSP51Kuw",3.9047619047619,0.81622380952381,5,4,4,4,5,"Main and Vine Bistro",1,4,84.7202380952381
"5qVt5XufPXTztxneUzUriw",3.70149253731343,0.725026865671642,4,4,4,4,4,"Tavern on Ridge",1,3.5,260
"5S3Cc7EsEo66BSL7s6iF-w",3.59550561797753,0.663677528089888,4,4,4,3,4,"Whirled Peace Frozen Yogurt & Smoothies",1,3.5,383.714285714286
"5tRxcP-pDVeZtcDU-FkQ9A",3.24324324324324,0.720437837837838,4,4,3,4,4,"Brown Street Pub",1,3.5,205.863095238095
"5TZhLeZKfuSqrz3rnVIUxg",3.44623655913978,0.765575806451613,5,4,3,4,4,"Maison 208",1,3.5,123.142857142857
"5UN1B7XqZohGuULLNlWL1A",3.55944055944056,0.737771328671329,4,4,3,4,4,"Paris Bistro and Jazz Cafe",1,3.5,316.714285714286
"5uPl-QMsKnlBwbP7GPcpFA",4.94117647058824,0.93,5,5,4,4,5,"The Original Coffee Bar & Roaster",1,5,70.0059523809524
"6-t8CEndSHHLoGNnJIWRww",3.8,0.701826666666667,4,4,3,4,4,"The Peanut Bar Grill",1,4,177.14880952381
"63_ijW0J_PtizFXsuAJQcQ",3.64285714285714,0.735771428571429,5,4,3,4,4,"Bernie's Pub",1,3.5,259.285714285714
"66dQCivhY3mFhjPdKYyVGw",4.27692307692308,0.828161538461539,5,5,4,4,4,"Smart Street Healthy Kitchen & Juice Bar",1,4.5,111.714285714286
"68jYcCg7p8zEeArIUgky9Q",3.99056603773585,0.916566981132075,5,5,4,4,5,"James",1,4,230.279761904762
"6cthUjghHSevS64rOYjGVw",2.68888888888889,0.633428148148148,4,4,3,4,4,"Duel Piano Bar & Lounge",1,2.5,314.142857142857
"6fVoflxwwJKhZCaauww77A",3,0.745757142857143,4,4,3,4,4,"Vault Ultra Lounge",1,3,73.2797619047619
"6GOdPucdzalKnlytAyOmDw",3.62962962962963,0.896044444444445,5,5,3,4,5,"Piazza Pod Park",1,3.5,27.1488095238095
"6gV3LyW0gne7dmz7Ta1Dwg",3.38709677419355,0.660416129032258,4,4,3,4,4,"Kennett Square Inn",1,3.5,484.14880952381
"6Hn5DT28C59Q1rzFgFhGwQ",2.39024390243902,0.598185365853659,4,4,4,4,4,"Apollinare Restaurant",1,2.5,202.571428571429
"6KpEhwks_1ZbdsGi0t7rjA",3.6,0.731555,4,4,3,3,4,"The M Room",1,3.5,253.714285714286
"6ml0PjG6EgRkodlcCdtDpw",2.375,0.4648375,4,4,4,3,4,"90 Main Restaurant/Lounge",1,2.5,169.434523809524
"6nYbGfPUJMR1Vh7ZCOOUZw",1.88888888888889,0.583577777777778,4,4,3,4,4,"Sam's Restaurant & Saloon",1,2,173.142857142857
"6olkhTUQghwU7SQBd0fcbg",4.30882352941176,0.855357352941176,5,5,3,4,5,"Inka Wall",1,4.5,352
"6sWAn5N1h5d4pd1hEu497A",4.23076923076923,0.787010256410256,5,5,4,4,4,"Young Bin Kwan",1,4.5,366.279761904762
"6SYBfIJDrA289h5G7h7eGQ",4.33333333333333,0.66205,4,3,2,4,4,"The Grateful Dogs",1,4.5,295.285714285714
"6VPD2WrgtD8h5UzjqaUnFA",2.96,0.60208,4,4,4,4,4,"Delmonico's Steakhouse",1,3,481.571428571429
"6w6wDhgTzteP1tCBvK6fnw",2.73076923076923,0.648557692307692,4,4,3,4,4,"Loie",1,2.5,131.279761904762
"6ymcSkX_yN0zOopSJKA82A",3.3953488372093,0.798086046511628,5,4,4,4,4,"The Pineville",1,3.5,35.5714285714286
"76C-eHHHP27BreuMkdN9cQ",4,0.8249,4,4,3,4,5,"Gina's 45",1,4,13.2857142857143
"77URLWmG54d-PNWWJgytCQ",2.53571428571429,0.378192857142857,4,4,3,3,4,"Hooters",1,2.5,302.714285714286
"799eRxVni0-aZ_W628moDQ",3.70588235294118,0.730952941176471,4,4,3,4,4,"Coyle's Cafe",1,4,246.285714285714
"79cmm_bMkDWHaa7-OysIAA",2.40350877192982,0.428235087719298,4,4,3,3,4,"Cantina Laredo",1,2.5,411.142857142857
"7FZ0XYOqjaPHRFzmEcaesQ",2.5,0.396261111111111,4,4,3,3,4,"Teppanyaki Grill & Supreme Buffet",1,2.5,118.279761904762
"7HP8BwbzQHvstBI7rAe_vw",3.82352941176471,0.648041176470588,4,4,4,4,4,"Zhi izakaya",1,4,28.8630952380952
"7I4A1maXWrpsJBhO6rHqbA",3.48780487804878,0.747384552845528,5,4,4,4,4,"Carmel Kitchen & Wine Bar",1,3.5,145.571428571429
"7iDE5Vwm71BWioQfES0Bkw",4.54166666666667,0.833033333333333,4,4,2,4,5,"Jolly's Dueling Piano Bar",1,4.5,73.8571428571429
"7jTaLGVD3jy9VF7lxPEgww",3,0.607444444444444,4,4,3,3,4,"Zoey's Yogurt Bar",1,3,58.7202380952381
"7lGy4SPToWQLls0leFDNTw",3.11111111111111,0.881411111111111,5,5,3,4,4,"The Fire Hill Pub",1,3,87.4226190476191
"7PQi6YJivlKBnelSWJVX5g",3.44155844155844,0.700045454545455,4,4,3,4,4,"Tavern On Pine",1,3.5,211.285714285714
"7ti9oqz8p0VGkI6Cr-pboQ",3.675,0.59922,4,4,4,4,4,"Sakura",1,3.5,359.857142857143
"7tnOEAvPYk2C5M41GEy8PA",3.22222222222222,0.182588888888889,3,3,3,3,3,"Wawa",1,3,381.136904761905
"7vp9dEMm2MMBLpPLykId5A",3.4,0.94362,5,5,3,4,5,"Holy Smoke Bar, Restaurant & BBQ",1,3.5,36.1488095238095
"7w1kfRXe_OYTvWU2NHE8QQ",3.63414634146341,0.725938211382114,5,4,3,4,4,"Big Fish Grill - Glen Mills",1,3.5,377.428571428571
"7XJc9ZPGF2P85PMYOMxZPw",4.82352941176471,0.896158823529412,5,5,4,4,5,"A Shore Thing Smoothie",1,5,71.7142857142857
"80CuLvezLk7SkkzWbcv1Dg",3.68253968253968,0.877338095238095,5,5,4,4,5,"C19 Cichetteria Venezia",1,3.5,214.577380952381
"83KdaW9JNrCnlaNl_u7NiA",3.21666666666667,0.62898,4,4,4,4,4,"Fuji Fine Japanese Cuisine",1,3.5,516.285714285714
"85fRK1N_0ARvZ21Hph734Q",2.66666666666667,0.6362,4,4,4,4,4,"Columbia Bar & Grille",1,2.5,251.291666666667
"8Ak2iPlR4fCziMQZ11ohAA",3.33333333333333,0.744753333333333,4,4,3,4,4,"Les Bons Temps",1,3.5,63.1428571428571
"8BfXofH792_mx-d-mqHD6w",1.83333333333333,-0.04095,2,2,2,2,2,"Doc's Union Pub",1,2,323.285714285714
"8bXN8rouWRTKxvfuHNDRBw",2.00738007380074,0.11360258302583,3,3,2,3,3,"TGI Fridays",1,2,771.279761904762
"8CbJAKgVEALPbYcQTzhkvA",3.20987654320988,0.787138271604938,5,5,4,4,4,"WineO",1,3,234.994047619048
"8CMNPZyxkKSvcdw_QBp2EQ",3.23809523809524,0.786157142857143,5,5,4,4,4,"Oakmont National Pub",1,3,547.565476190476
"8EXXbv7HuwEGuUpYXP8eCg",3.96774193548387,0.795632258064516,5,5,3,4,4,"Frank's American Pub & Grill",1,4,247.434523809524
"8jY6KM_74NZp6yomYtpouQ",3.62790697674419,0.819367441860465,5,5,4,4,4,"Yoshi",1,3.5,306.857142857143
"8mk6q7HjyJzhEMUR22kRDQ",4,0.947333333333333,5,5,4,4,5,"Liquid Charm",1,4,291.136904761905
"8N3Ph2rHIKjwDAMFbru-KQ",2.5,0.593433333333333,4,4,4,4,4,"Azure Ultra Lounge",1,2.5,128.571428571429
"8NnFtyiclRkjGb1Lz7StrA",2.42857142857143,0.144814285714286,3,3,2,2,3,"Supreme Buffet & Grill",1,2.5,312.142857142857
"8sfP7UGnmDowDQymGhNxhA",3.32911392405063,0.758015189873418,4,4,4,4,4,"The Stables of Yellow House",1,3.5,214.428571428571
"8TsrQgwDu3pKFUjvajxkJQ",3.39393939393939,0.7304,4,4,3,4,4,"Winner's Circle Sports Grille",1,3.5,303.434523809524
"8V0yL9as6zyb1vLmY9Ln1Q",3,0.8165,4,4,2,4,5,"Bent Elbo Tavern At Fortside",1,3,395.857142857143
"8VD4VDlBk80KRoshywVRaQ",3.4,0.35498,4,4,2,2,4,"The Bridge",1,3.5,90.5654761904762
"8WI5BBQFWMc-PBa0yQfp1w",2.6,0.85222,5,5,3,4,4,"Jollies Live",1,2.5,126.994047619048
"8XjxHeV66F4eoIy06rW0pA",3.24054982817869,0.663936426116838,4,4,3,4,4,"Porta",1,3,208.142857142857
"8ZLaJ0IpIdzaPcF05BThIw",2.22222222222222,0.360971666666667,4,4,3,3,4,"Limerick Diner",1,2,705.857142857143
"911Zlr47_jGbqa1KRs8xqg",4.42424242424242,0.838887878787879,4,4,3,4,5,"Good Good Comedy Theatre",1,4.5,174.005952380952
"94T-JvAH2dq64yh4Eqzhkw",3.6,0.76948,5,5,4,3,4,"Dominic's",1,3.5,110.422619047619
"94uNSVqA4L4BAy4x1PQX0A",3.36842105263158,0.730521052631579,5,4,4,4,4,"Moritomo",1,3.5,276.994047619048
"9AxWt9VSp1yg7dv5D62W5Q",4.04545454545455,0.845340909090909,5,5,4,4,5,"Old Eagle Tavern",1,4,532
"9CGFL0YFDf_O6aaiTmnOZQ",2.27272727272727,0.584063636363636,4,4,4,4,4,"The Refinery at SugarHouse Casino",1,2.5,317.285714285714
"9et7QjF10EXw_IBz3jv-ww",3.54545454545455,0.907527272727273,5,5,4,4,5,"RAW at the Piazza",1,3.5,30.2857142857143
"9gObo5ltOMo6UgsaXaHPWA",3.60545905707196,0.810885111662531,5,4,4,4,5,"R2L",1,3.5,568.285714285714
"9hWw-Lffnc9jCTgGnnJt6g",4.9,0.92057,5,5,4,4,5,"Sweet Rainforest Cafe",1,5,76.1428571428571
"9Ibl-ZcplccEbt6RwGbWmQ",3.25,0.627635,4,4,3,4,4,"The Century House Restaurant",1,3.5,366.571428571429
"9iF5ALxAskaBFRzqoG7SNQ",3.4,0.37068,4,4,3,4,4,"Bottoms Up 215",1,3.5,35.8630952380952
"9Mm9xvLfiI72E3Inhmn82g",2.32467532467532,0.467232467532468,4,4,3,3,4,"Elephant & Castle",1,2.5,371.279761904762
"9oS8GwYwFgSrR34ToywLiw",3.125,0.5984875,4,4,3,3,4,"Victor's Bar",1,3,175.291666666667
"9qbBrS6IjXLh_d2BNIeGqw",4.36585365853659,0.866270731707317,5,5,3,4,5,"Sedition Philly Restaurant and Bar",1,4.5,37.7142857142857
"9Qe5ib0bCgRITjYn-iA-Bg",3.87020648967552,0.751861946902655,5,4,4,4,4,"Legal Sea Foods",1,4,600.577380952381
"9qn6D6Bewuwd4Ay1bEs83w",2.85714285714286,0.593257142857143,4,4,2,2,4,"The Cave",1,3,324.708333333333
"9qXd3Frdpw2NFesclk7nPg",3.58091286307054,0.820539211618257,5,5,4,4,5,"The Farmers' Cabinet",1,3.5,232.142857142857
"9rkynx51KjJ_v24E2xkIeA",2.45454545454545,0.561281818181818,4,4,2,3,4,"7th Heaven",1,2.5,460.571428571429
"9RNM2ieC0Vu2tie28Qm6ZA",2.27272727272727,0.403043636363636,4,4,2,3,4,"Finnigan's Wake",1,2.5,492.720238095238
"9SmnkhVtULUiD-aH83K5Ow",3.83333333333333,0.685766666666667,4,4,3,4,4,"New World Karaoke",1,4,511.279761904762
